,c_charge_degree,race,age_cat,sex,age,priors_count,juv_fel_count,juv_misd_count,score_text,two_year_recid,is_recid,training_value,decile_score
4775,F,Caucasian,25 - 45,Male,25,2,0,0,1,0,0,0.46133116,5
4776,F,African-American,Less than 25,Male,21,3,0,0,1,1,1,0.76722413,7
4777,F,Caucasian,25 - 45,Male,31,2,0,0,1,0,0,0.38640577,5
4778,F,African-American,25 - 45,Male,33,3,0,0,1,1,1,0.35718012,6
4779,F,African-American,25 - 45,Male,26,20,0,0,1,1,1,0.96466386,10
4780,F,African-American,25 - 45,Male,31,2,0,0,1,0,0,0.3020687,7
4781,F,African-American,25 - 45,Female,35,13,0,0,1,0,0,0.97087765,8
4782,M,African-American,25 - 45,Male,34,19,0,6,1,0,0,0.9985839,8
4785,F,African-American,25 - 45,Female,42,1,0,0,0,0,0,0.2423281,2
4786,F,African-American,25 - 45,Male,26,9,1,2,1,1,1,0.98566437,10
4787,F,Caucasian,Less than 25,Male,24,1,0,0,1,0,0,0.5247933,9
4788,F,African-American,25 - 45,Male,36,2,0,0,1,1,1,0.40933576,6
4789,F,African-American,25 - 45,Male,41,24,1,1,1,1,1,0.99575305,10
4790,F,Caucasian,25 - 45,Male,27,0,0,0,0,0,0,0.46486145,2
4792,F,Caucasian,Greater than 45,Male,45,3,0,0,0,1,1,0.30916646,1
4793,F,Caucasian,25 - 45,Male,34,5,0,0,0,0,1,0.5441754,2
4795,F,Caucasian,25 - 45,Male,25,6,0,1,1,1,1,0.6625917,8
4796,M,African-American,Less than 25,Male,24,2,0,0,1,1,1,0.6453221,5
4798,F,African-American,25 - 45,Male,27,2,0,0,1,0,0,0.6639918,7
4799,F,African-American,25 - 45,Male,25,3,0,0,0,0,0,0.7316271,3
4800,M,Caucasian,25 - 45,Male,30,2,0,0,0,1,1,0.3397885,4
4801,F,Caucasian,Less than 25,Male,22,3,0,2,1,1,1,0.8440695,8
4802,F,African-American,25 - 45,Male,27,0,0,0,1,0,0,0.33938172,5
4804,F,African-American,25 - 45,Male,41,19,0,0,1,1,1,0.9482659,5
4805,F,Caucasian,25 - 45,Male,30,0,0,0,0,0,0,0.22557633,1
4806,F,African-American,Less than 25,Male,24,3,0,0,1,0,1,0.73604286,8
4807,M,African-American,25 - 45,Male,39,0,0,0,0,0,1,0.1347609,1
4808,F,African-American,25 - 45,Male,32,6,0,0,1,1,1,0.75781614,6
4809,F,African-American,25 - 45,Female,32,3,0,0,0,1,1,0.6010677,2
4810,F,Caucasian,25 - 45,Female,29,0,0,0,1,1,1,0.26606318,6
4812,F,African-American,25 - 45,Male,26,24,0,1,1,1,1,0.8950459,10
4813,F,African-American,Less than 25,Male,24,2,0,0,1,1,1,0.790244,6
4815,F,African-American,Less than 25,Male,20,4,1,1,1,1,1,0.93667525,10
4816,M,African-American,25 - 45,Male,25,1,0,0,1,1,1,0.5191039,6
4817,F,Caucasian,25 - 45,Female,31,0,0,0,0,1,1,0.32052958,4
4818,M,African-American,25 - 45,Male,25,0,0,0,1,1,1,0.3981069,5
4819,F,Caucasian,25 - 45,Male,41,0,0,0,0,1,1,0.18274325,1
4820,F,Caucasian,25 - 45,Male,25,0,0,0,0,0,0,0.2692224,3
4821,F,African-American,25 - 45,Male,25,2,0,0,1,1,1,0.53251153,5
4822,F,African-American,Less than 25,Male,22,1,0,0,0,1,1,0.6637374,4
4823,F,African-American,25 - 45,Female,25,0,0,0,1,0,0,0.250962,7
4824,M,African-American,25 - 45,Male,38,0,0,0,0,0,0,0.23884578,2
4826,M,Caucasian,Greater than 45,Female,49,4,0,0,0,0,0,0.11862136,2
4827,M,Caucasian,25 - 45,Female,35,2,0,0,0,0,0,0.2335458,3
4830,F,Caucasian,Less than 25,Male,21,1,0,0,0,0,0,0.6159636,4
4831,F,Caucasian,Less than 25,Female,24,2,0,0,0,0,0,0.6682769,4
4833,M,African-American,Less than 25,Female,24,11,0,0,1,1,1,0.9585792,9
4834,F,Caucasian,25 - 45,Male,28,3,0,0,0,0,0,0.57365006,3
4835,M,African-American,25 - 45,Female,34,1,0,0,1,0,0,0.36104167,9
4836,F,African-American,25 - 45,Male,34,4,0,0,1,1,1,0.44318223,6
4837,M,African-American,Greater than 45,Male,57,8,0,0,1,0,1,0.44515455,7
4838,F,African-American,25 - 45,Male,40,15,0,0,1,1,1,0.869541,9
4839,M,African-American,Less than 25,Male,22,2,0,0,0,1,1,0.68175894,4
4840,M,African-American,25 - 45,Male,37,3,0,0,1,1,1,0.29250547,6
4841,F,African-American,25 - 45,Female,43,0,0,0,1,0,0,0.103126794,6
4842,F,African-American,25 - 45,Male,26,5,0,0,1,1,1,0.697143,7
4843,F,Caucasian,Less than 25,Male,24,2,0,0,0,1,1,0.75687534,3
4844,F,African-American,Less than 25,Male,23,1,0,0,1,0,0,0.49229908,7
4845,F,Caucasian,Greater than 45,Male,56,1,0,0,0,1,1,0.1436127,1
4846,F,African-American,Less than 25,Male,23,2,0,0,1,1,1,0.75986814,7
4847,F,Caucasian,25 - 45,Male,43,12,0,0,1,0,0,0.6701741,6
4849,F,African-American,Less than 25,Male,21,0,0,0,1,1,1,0.4471073,9
4850,F,African-American,Greater than 45,Male,51,2,0,0,0,0,0,0.32880008,3
4851,M,African-American,Less than 25,Male,20,0,0,0,1,1,1,0.62408763,10
4852,F,Caucasian,25 - 45,Male,39,1,0,0,0,0,0,0.30284137,1
4853,F,African-American,25 - 45,Male,42,17,0,0,1,1,1,0.8473185,10
4856,M,African-American,25 - 45,Female,30,2,0,0,0,0,0,0.5321825,3
4857,M,Caucasian,25 - 45,Male,28,4,1,1,1,1,1,0.8128589,6
4858,F,African-American,25 - 45,Male,29,6,0,0,1,1,1,0.66582316,6
4859,M,Caucasian,Less than 25,Female,24,9,0,0,1,1,1,0.8419296,10
4860,F,African-American,Less than 25,Male,22,1,0,0,1,1,1,0.63944596,9
4861,F,African-American,25 - 45,Female,27,3,0,0,0,1,1,0.7002589,4
4862,F,Caucasian,Greater than 45,Male,50,1,0,0,0,0,0,0.047720853,2
4863,M,African-American,25 - 45,Male,30,5,0,0,1,0,1,0.76196384,9
4864,F,Caucasian,25 - 45,Male,28,0,0,0,0,1,1,0.35047477,2
4865,F,African-American,Less than 25,Male,21,3,0,0,1,1,1,0.8073744,7
4867,F,Caucasian,Greater than 45,Female,51,0,0,0,1,0,0,0.19572484,5
4868,F,African-American,Less than 25,Male,21,1,0,0,1,0,0,0.53074825,7
4869,F,Caucasian,25 - 45,Male,29,0,0,0,0,1,1,0.2573324,2
4870,M,Caucasian,25 - 45,Male,43,0,0,0,0,0,0,0.21926136,4
4871,F,African-American,Less than 25,Male,22,1,0,0,0,0,0,0.7563074,4
4872,F,African-American,Greater than 45,Male,52,0,0,0,1,1,1,0.41099995,7
4873,F,African-American,25 - 45,Male,36,0,0,0,0,0,0,0.26196203,1
4874,F,African-American,Less than 25,Male,24,0,0,0,0,0,0,0.43463632,2
4875,F,African-American,25 - 45,Male,26,5,0,1,1,0,0,0.8412642,6
4876,M,African-American,25 - 45,Male,27,8,0,0,1,0,1,0.59201556,8
4877,M,Caucasian,Less than 25,Male,19,0,0,0,1,1,1,0.6538013,8
4878,F,Caucasian,25 - 45,Male,26,2,0,0,1,0,0,0.48570088,5
4879,F,African-American,Less than 25,Male,24,1,0,0,0,0,0,0.58657074,4
4880,F,African-American,25 - 45,Female,29,0,0,0,0,0,0,0.40780613,4
4881,F,Caucasian,25 - 45,Female,29,20,0,0,1,1,1,0.83841306,10
4882,F,African-American,25 - 45,Male,38,1,0,0,0,1,1,0.309811,4
4883,F,African-American,25 - 45,Male,34,5,1,0,1,0,0,0.70953965,6
4886,M,African-American,25 - 45,Female,29,1,0,0,0,0,0,0.29417482,2
4887,F,African-American,Less than 25,Male,24,1,0,0,1,0,1,0.6732225,5
4889,F,Caucasian,Greater than 45,Male,50,0,0,0,0,0,0,0.24292769,1
4890,M,African-American,Less than 25,Female,24,0,0,0,1,0,1,0.44097513,7
4891,F,African-American,25 - 45,Female,31,0,0,0,0,0,0,0.17401682,3
4892,F,African-American,25 - 45,Male,36,13,0,0,1,1,1,0.87402785,9
4893,M,African-American,25 - 45,Male,32,13,0,0,1,1,1,0.9772773,9
4894,M,Caucasian,Greater than 45,Male,63,1,0,0,0,0,0,0.09055716,1
4895,M,African-American,25 - 45,Male,42,1,0,0,0,1,1,0.18092774,2
4896,F,African-American,Less than 25,Male,22,0,0,0,1,0,0,0.52288747,7
4897,F,African-American,25 - 45,Male,26,5,0,0,1,1,1,0.9083194,7
4898,F,African-American,25 - 45,Male,26,10,0,0,1,1,1,0.8023829,8
4900,M,Caucasian,Greater than 45,Male,53,3,0,0,0,1,1,0.18334745,2
4901,F,African-American,Less than 25,Male,23,2,0,1,1,1,1,0.90029174,6
4902,F,Caucasian,Less than 25,Male,22,0,0,0,0,0,0,0.6359147,3
4903,M,Caucasian,25 - 45,Male,27,0,0,0,0,0,0,0.36156553,2
4905,F,Caucasian,25 - 45,Male,42,2,0,0,1,1,1,0.17437868,7
4906,F,African-American,25 - 45,Male,31,4,0,0,1,1,1,0.4901289,5
4907,M,Caucasian,Greater than 45,Male,80,0,0,0,0,0,0,0.055221673,1
4908,M,Caucasian,Greater than 45,Male,58,1,0,0,0,0,0,0.05657933,1
4909,M,African-American,Greater than 45,Male,68,6,0,0,0,0,0,0.27999732,4
4910,F,African-American,Less than 25,Male,23,1,0,0,1,0,0,0.55914515,8
4911,F,African-American,25 - 45,Male,36,4,0,0,1,1,1,0.40927172,6
4912,F,Caucasian,Less than 25,Male,24,0,0,0,1,0,0,0.26872757,10
4913,F,Caucasian,25 - 45,Male,41,2,0,0,0,0,0,0.32787225,1
4914,F,Caucasian,Less than 25,Male,21,0,0,0,1,1,1,0.42385048,8
4915,M,African-American,25 - 45,Male,26,3,0,0,0,1,1,0.82986456,4
4916,F,African-American,25 - 45,Female,30,8,0,0,1,1,1,0.7743416,7
4918,F,Caucasian,25 - 45,Male,36,1,0,0,1,0,0,0.16653216,5
4919,F,African-American,Less than 25,Male,21,0,0,0,1,1,1,0.5615707,8
4920,M,African-American,25 - 45,Female,31,1,0,0,1,0,0,0.41374505,5
4921,F,African-American,Less than 25,Female,20,0,0,0,1,1,1,0.6027471,6
4922,M,Caucasian,Greater than 45,Male,49,4,0,0,1,0,1,0.1385874,8
4923,F,Caucasian,Less than 25,Male,24,0,0,0,1,0,0,0.28209382,9
4924,F,African-American,Less than 25,Male,20,0,0,0,1,1,1,0.69409627,8
4925,M,Caucasian,25 - 45,Male,44,1,0,0,0,0,1,0.2182039,1
4926,F,African-American,25 - 45,Female,25,1,0,0,0,0,0,0.39650455,3
4927,F,Caucasian,25 - 45,Male,41,11,0,0,0,1,1,0.6493783,4
4928,F,African-American,25 - 45,Male,25,1,0,0,0,0,0,0.23880102,2
4930,F,African-American,25 - 45,Male,33,0,0,0,0,0,0,0.124984264,1
4931,F,African-American,Less than 25,Male,20,0,0,0,1,1,1,0.48556194,7
4932,F,African-American,Less than 25,Male,21,1,0,0,1,1,1,0.74613196,6
4933,F,Caucasian,25 - 45,Male,44,3,0,0,1,0,0,0.29694584,5
4934,F,African-American,Less than 25,Male,23,1,0,0,1,1,1,0.64369327,9
4935,M,African-American,25 - 45,Male,35,0,0,0,1,1,1,0.18182124,8
4936,M,African-American,25 - 45,Female,41,0,0,0,0,0,0,0.28052258,1
4937,F,African-American,25 - 45,Male,30,1,0,0,1,0,0,0.27161166,5
4938,M,Caucasian,Less than 25,Female,23,0,0,0,1,0,0,0.44309494,6
4939,F,African-American,25 - 45,Male,36,7,0,0,0,1,1,0.78112984,2
4940,F,African-American,25 - 45,Male,26,1,0,0,0,1,1,0.414404,1
4942,F,Caucasian,25 - 45,Male,26,2,0,0,0,0,0,0.5058418,4
4943,M,Caucasian,Less than 25,Male,23,0,0,0,0,1,1,0.4390949,3
4944,M,African-American,25 - 45,Female,43,9,0,0,1,0,0,0.6781478,9
4945,F,African-American,25 - 45,Male,30,3,0,0,0,1,1,0.46551353,2
4946,F,Caucasian,25 - 45,Male,44,1,0,0,0,1,1,0.3225484,1
4947,F,African-American,25 - 45,Male,37,1,0,0,0,1,1,0.19600387,3
4948,F,Caucasian,25 - 45,Male,39,1,0,0,0,0,0,0.1158467,1
4950,F,African-American,Greater than 45,Female,49,1,0,0,0,0,0,0.12750848,1
4951,F,African-American,25 - 45,Male,31,6,0,0,1,1,1,0.85125566,8
4952,M,Caucasian,Greater than 45,Male,63,5,0,0,0,0,0,0.25658277,1
4953,F,African-American,Greater than 45,Female,66,11,0,0,1,1,1,0.31023183,8
4955,F,Caucasian,Less than 25,Male,24,3,0,0,1,0,0,0.7240452,5
4956,M,Caucasian,Less than 25,Male,21,2,1,0,1,0,1,0.80875635,10
4957,F,Caucasian,Greater than 45,Female,48,0,0,0,0,0,0,0.10865139,2
4958,F,African-American,25 - 45,Male,37,0,0,0,0,0,0,0.23385656,1
4959,M,African-American,Less than 25,Male,21,0,0,0,0,1,1,0.41281733,2
4962,M,Caucasian,Greater than 45,Female,64,0,0,0,0,0,0,0.07150324,1
4963,M,Caucasian,Less than 25,Male,22,0,0,0,1,0,0,0.4122907,6
4964,F,Caucasian,25 - 45,Male,43,8,0,0,0,0,0,0.6201577,3
4965,F,Caucasian,25 - 45,Male,25,3,0,0,1,1,1,0.7559436,7
4966,F,Caucasian,25 - 45,Male,33,10,0,0,1,0,0,0.7367683,9
4967,F,African-American,25 - 45,Male,26,1,0,0,1,0,0,0.51886106,6
4968,M,Caucasian,25 - 45,Female,33,1,0,0,0,0,0,0.2909386,3
4969,F,Caucasian,25 - 45,Male,25,3,0,0,0,0,0,0.7062677,3
4970,M,African-American,25 - 45,Female,30,3,0,0,1,0,0,0.3971833,6
4971,M,African-American,Less than 25,Female,20,3,0,3,1,0,1,0.8676663,5
4972,F,African-American,25 - 45,Male,44,0,0,0,0,0,0,0.24370146,1
4973,F,African-American,25 - 45,Male,31,0,0,0,0,0,0,0.31173536,2
4974,M,Caucasian,Greater than 45,Male,50,9,0,0,1,1,1,0.6232335,6
4975,F,African-American,25 - 45,Male,33,16,0,2,1,1,1,0.99529004,9
4976,M,Caucasian,Greater than 45,Female,50,1,0,0,0,0,0,0.11746908,1
4977,F,African-American,25 - 45,Male,31,1,0,0,1,1,1,0.37238696,10
4979,M,African-American,25 - 45,Female,43,2,0,0,0,0,0,0.33080903,2
4980,F,Caucasian,Greater than 45,Female,51,2,0,0,1,1,1,0.20641619,8
4981,M,African-American,25 - 45,Male,27,0,0,0,0,1,1,0.2502867,1
4984,M,African-American,25 - 45,Male,31,6,0,0,1,1,1,0.7680573,10
4986,F,African-American,25 - 45,Male,26,2,0,0,0,1,1,0.61414427,3
4987,F,African-American,Less than 25,Male,20,4,2,2,1,1,1,0.81794626,9
4990,F,African-American,25 - 45,Male,29,6,3,0,0,0,0,0.8957905,2
4992,F,African-American,25 - 45,Male,31,11,0,0,1,1,1,0.95967585,7
4994,M,Caucasian,Greater than 45,Male,59,0,0,0,0,0,0,0.05052486,1
4995,M,African-American,Greater than 45,Male,49,1,0,0,0,1,1,0.24542658,1
4996,M,Caucasian,25 - 45,Male,36,11,0,0,1,1,1,0.9238238,6
4997,F,African-American,Less than 25,Female,23,1,0,0,0,0,0,0.539186,3
4998,F,Caucasian,Greater than 45,Male,46,26,0,0,1,1,1,0.9609087,7
4999,M,Caucasian,Greater than 45,Male,59,2,0,0,0,1,1,0.19057222,1
5001,F,African-American,25 - 45,Male,34,0,0,0,0,0,0,0.22243884,1
5003,F,African-American,Greater than 45,Male,54,1,0,0,0,0,0,0.18229134,3
5004,F,African-American,Less than 25,Male,24,3,0,1,1,1,1,0.6581452,10
5005,F,Caucasian,25 - 45,Male,35,16,0,1,1,1,1,0.8117182,6
5007,F,Caucasian,Less than 25,Male,22,0,0,0,1,1,1,0.2966907,5
5008,F,African-American,25 - 45,Male,36,0,0,0,0,0,0,0.23641069,1
5009,M,Caucasian,Greater than 45,Male,61,0,0,0,0,0,0,0.07321929,1
5010,M,African-American,25 - 45,Female,38,0,0,0,0,0,0,0.35294688,2
5013,F,African-American,25 - 45,Male,32,0,0,0,0,0,0,0.31390396,3
5014,F,Caucasian,25 - 45,Male,37,1,0,0,1,1,1,0.45471698,7
5015,F,African-American,Greater than 45,Male,46,18,0,0,1,0,1,0.96452045,7
5016,F,African-American,Less than 25,Male,21,4,0,0,1,0,0,0.9426914,8
5017,F,African-American,Greater than 45,Male,57,0,0,0,0,1,1,0.11735377,1
5018,F,African-American,Greater than 45,Male,68,2,0,0,0,0,0,0.21907446,4
5019,M,African-American,Less than 25,Male,24,0,0,0,0,0,0,0.40509826,3
5020,F,African-American,Greater than 45,Male,46,3,0,0,0,1,1,0.258236,1
5021,F,Caucasian,25 - 45,Male,41,1,0,0,0,1,1,0.3388769,4
5023,F,African-American,25 - 45,Male,25,8,0,0,1,1,1,0.8290281,8
5024,F,African-American,Less than 25,Male,24,7,0,0,1,1,1,0.7311647,7
5025,F,African-American,25 - 45,Male,41,1,0,0,0,0,0,0.3033903,4
5029,F,Caucasian,25 - 45,Male,33,1,0,0,0,0,0,0.27035958,4
5030,F,African-American,Less than 25,Male,23,0,0,0,0,0,0,0.58893526,2
5031,F,Caucasian,Greater than 45,Female,47,28,0,0,1,1,1,0.96212953,9
5032,F,Caucasian,Greater than 45,Female,51,0,0,0,0,0,0,0.17191327,1
5033,M,Caucasian,25 - 45,Male,36,1,0,0,0,0,0,0.27043912,2
5035,M,African-American,25 - 45,Male,43,0,0,0,0,0,0,0.21915463,1
5036,F,African-American,25 - 45,Male,26,4,0,0,1,1,1,0.7569302,7
5038,F,African-American,Greater than 45,Male,60,1,0,0,0,0,0,0.047048565,1
5039,M,African-American,Less than 25,Male,24,0,0,0,1,1,1,0.40627083,5
5040,F,Caucasian,Less than 25,Male,20,0,0,0,1,1,1,0.63921374,7
5041,M,Caucasian,25 - 45,Male,39,3,0,1,0,1,1,0.19966374,1
5042,M,Caucasian,25 - 45,Female,28,0,0,0,0,0,0,0.33209503,3
5043,F,African-American,25 - 45,Male,28,7,0,2,1,1,1,0.75285304,7
5044,M,Caucasian,Greater than 45,Male,58,2,0,0,0,1,1,0.13214412,3
5045,F,Caucasian,Greater than 45,Male,67,2,0,0,0,0,0,0.19857353,1
5047,F,African-American,25 - 45,Female,26,1,0,0,1,0,0,0.5619959,8
5048,F,African-American,Less than 25,Female,24,2,0,0,1,1,1,0.6334588,7
5051,F,African-American,25 - 45,Male,37,0,0,0,1,0,0,0.3116866,8
5052,F,African-American,25 - 45,Male,28,8,0,0,1,1,1,0.79437107,8
5053,F,Caucasian,Greater than 45,Male,46,14,0,0,0,1,1,0.83261627,3
5054,M,Caucasian,Greater than 45,Male,45,2,0,0,0,0,0,0.11225947,4
5055,F,African-American,Less than 25,Male,20,2,0,0,1,1,1,0.7226565,7
5056,M,African-American,Greater than 45,Male,52,0,0,0,0,0,0,0.15241918,1
5057,M,African-American,25 - 45,Male,29,0,0,0,0,0,0,0.28223446,2
5058,F,African-American,25 - 45,Male,34,11,0,0,1,1,1,0.7725755,8
5059,F,African-American,Less than 25,Male,24,0,0,0,0,1,1,0.4447159,2
5060,F,African-American,25 - 45,Male,28,6,0,0,1,1,1,0.76244664,10
5061,F,African-American,25 - 45,Male,28,2,0,0,1,1,1,0.5592673,5
5062,F,African-American,25 - 45,Male,29,0,0,0,1,0,0,0.20127316,7
5063,F,Caucasian,Greater than 45,Female,55,2,0,0,0,0,0,0.080501765,1
5066,F,Caucasian,Less than 25,Male,24,3,0,0,1,1,1,0.7749506,8
5067,F,African-American,Less than 25,Male,20,0,0,0,0,0,0,0.7165503,3
5068,M,African-American,Less than 25,Male,23,0,0,0,1,0,0,0.41070315,5
5069,F,African-American,25 - 45,Male,44,6,0,0,0,1,1,0.42247006,4
5070,F,African-American,25 - 45,Male,34,8,2,0,1,1,1,0.96559405,7
5071,M,African-American,Greater than 45,Male,55,0,0,0,0,1,1,0.052973747,1
5072,F,African-American,Less than 25,Female,23,0,0,0,1,1,1,0.47758397,6
5073,F,African-American,Less than 25,Female,23,3,0,0,1,1,1,0.7469329,9
5075,M,African-American,Greater than 45,Male,77,0,0,0,0,0,0,0.16549118,1
5076,M,Caucasian,Greater than 45,Male,52,3,0,0,0,0,0,0.19129308,2
5077,F,African-American,25 - 45,Male,34,8,2,0,1,1,1,0.89992833,9
5079,M,Caucasian,25 - 45,Male,30,2,0,0,0,1,1,0.27083224,2
5080,M,African-American,Greater than 45,Male,53,5,0,0,0,1,1,0.20887321,2
5081,M,African-American,25 - 45,Male,30,3,0,0,0,1,1,0.57882494,2
5082,F,African-American,25 - 45,Male,26,0,0,0,0,1,1,0.3673562,4
5083,M,Caucasian,Greater than 45,Female,51,1,0,0,0,0,0,0.21504477,2
5084,F,African-American,25 - 45,Male,34,2,0,0,0,0,1,0.39499688,3
5085,F,Caucasian,Less than 25,Male,23,0,0,0,0,0,0,0.35913414,2
5086,F,Caucasian,25 - 45,Male,32,2,0,0,0,0,0,0.42500132,2
5087,M,African-American,25 - 45,Male,38,8,1,5,1,0,0,0.99879056,6
5088,F,African-American,Less than 25,Male,21,0,0,0,1,1,1,0.50624204,7
5090,M,Caucasian,Greater than 45,Male,53,8,0,0,0,1,1,0.4965572,2
5091,F,Caucasian,25 - 45,Male,34,1,0,0,1,0,0,0.21675389,7
5093,F,Caucasian,25 - 45,Male,25,5,0,0,1,1,1,0.8933855,7
5094,M,African-American,Greater than 45,Male,54,1,0,0,0,0,0,0.074303985,1
5095,M,Caucasian,25 - 45,Male,25,2,0,0,0,1,1,0.5758347,4
5099,F,African-American,Less than 25,Male,22,0,0,0,1,1,1,0.62564987,7
5100,F,African-American,Less than 25,Female,23,2,0,0,1,1,1,0.5773041,10
5101,M,Caucasian,25 - 45,Male,27,1,0,0,1,1,1,0.3267845,7
5102,F,African-American,Greater than 45,Male,45,7,0,0,0,0,0,0.58353454,1
5104,F,Caucasian,25 - 45,Female,31,9,0,0,1,1,1,0.94586575,7
5105,M,Caucasian,Greater than 45,Male,45,1,0,0,0,0,0,0.2620233,1
5106,F,African-American,25 - 45,Male,28,12,1,0,1,0,0,0.8858962,5
5107,F,African-American,Less than 25,Male,24,1,0,0,1,1,1,0.55676264,6
5108,M,Caucasian,25 - 45,Female,28,6,0,0,1,1,1,0.7745169,10
5109,F,African-American,25 - 45,Male,41,2,0,0,0,0,0,0.22372614,1
5110,M,African-American,25 - 45,Male,35,3,0,0,0,1,1,0.268537,2
5111,F,African-American,Less than 25,Male,20,1,1,0,1,1,1,0.68413985,8
5112,F,African-American,25 - 45,Male,32,19,0,3,1,1,1,0.9950801,9
5113,F,African-American,25 - 45,Male,28,2,0,0,1,0,0,0.6092788,5
5114,F,African-American,25 - 45,Male,33,7,0,0,1,1,1,0.76662266,6
5115,F,African-American,25 - 45,Male,26,8,0,1,1,1,1,0.9713822,8
5116,M,African-American,Less than 25,Male,22,1,0,0,1,1,1,0.49758515,9
5117,F,African-American,25 - 45,Female,25,4,0,0,1,0,0,0.796872,5
5119,M,Caucasian,Less than 25,Female,23,1,0,0,0,0,0,0.5040672,2
5120,F,African-American,25 - 45,Male,30,2,0,0,1,1,1,0.36670575,8
5121,M,Caucasian,Greater than 45,Male,69,6,0,0,0,1,1,0.18492429,1
5122,M,African-American,25 - 45,Male,25,11,0,0,1,1,1,0.93383914,8
5123,F,African-American,Greater than 45,Female,56,2,0,0,0,0,0,0.1625145,2
5125,F,African-American,25 - 45,Male,33,3,0,0,1,1,1,0.5316607,6
5126,M,Caucasian,25 - 45,Male,35,3,0,0,0,0,1,0.44188586,3
5127,F,Caucasian,25 - 45,Male,34,13,0,0,1,1,1,0.9694346,8
5128,F,African-American,25 - 45,Male,37,2,0,0,0,1,1,0.262663,2
5129,F,Caucasian,Greater than 45,Female,55,0,0,0,1,1,1,0.16166376,7
5130,M,Caucasian,25 - 45,Male,43,1,0,0,0,0,0,0.39783424,1
5131,M,African-American,25 - 45,Male,27,27,0,5,1,1,1,0.99872917,10
5132,F,African-American,25 - 45,Male,26,7,0,0,1,0,0,0.9688575,6
5133,M,Caucasian,25 - 45,Female,42,4,0,0,1,1,1,0.32765296,6
5135,F,Caucasian,25 - 45,Male,41,1,0,0,1,0,0,0.15985988,5
5136,M,African-American,Less than 25,Male,21,2,0,1,1,1,1,0.50284815,9
5137,M,African-American,25 - 45,Male,30,4,0,0,0,1,1,0.5324803,2
5138,F,Caucasian,25 - 45,Male,30,1,0,0,1,0,0,0.23939216,8
5139,F,Caucasian,Greater than 45,Female,45,0,0,0,1,1,1,0.1260877,9
5140,F,African-American,Less than 25,Male,23,2,0,0,1,1,1,0.6155885,8
5141,F,African-American,25 - 45,Female,31,2,0,0,1,1,1,0.3614524,5
5142,M,African-American,25 - 45,Male,40,8,0,0,1,1,1,0.76266015,6
5143,F,African-American,25 - 45,Male,33,1,0,0,0,0,0,0.355261,2
5144,M,African-American,25 - 45,Male,40,11,0,0,0,1,1,0.79624677,3
5145,F,Caucasian,Greater than 45,Male,56,1,0,0,0,0,0,0.034565087,2
5146,M,African-American,Less than 25,Male,21,0,0,0,0,1,1,0.58193654,3
5147,F,Caucasian,Less than 25,Male,22,1,0,0,0,0,0,0.59449524,2
5148,F,African-American,Greater than 45,Male,51,4,0,0,0,0,0,0.20083283,1
5149,M,Caucasian,25 - 45,Male,36,0,0,0,0,0,0,0.18852039,1
5151,M,Caucasian,25 - 45,Male,30,0,0,0,0,0,0,0.35672632,1
5152,F,Caucasian,Less than 25,Female,21,0,0,0,1,0,0,0.47931617,5
5155,M,Caucasian,25 - 45,Male,28,3,0,0,1,1,1,0.7004916,5
5156,M,African-American,25 - 45,Male,41,3,0,0,0,1,1,0.24306813,2
5157,F,Caucasian,Less than 25,Female,22,0,0,0,1,1,1,0.4417052,7
5160,F,African-American,25 - 45,Female,40,2,0,0,0,0,0,0.13105321,1
5161,F,African-American,Greater than 45,Male,47,12,0,0,1,1,1,0.6928674,6
5162,F,African-American,25 - 45,Male,37,2,0,0,0,0,0,0.25743222,3
5163,F,African-American,25 - 45,Female,37,0,0,0,0,0,0,0.26765656,3
5164,F,African-American,Less than 25,Female,23,2,0,0,1,1,1,0.73174554,5
5166,F,African-American,Less than 25,Male,19,1,0,0,0,1,1,0.8226348,4
5167,F,Caucasian,25 - 45,Male,26,1,0,0,0,1,1,0.47540075,2
5168,F,African-American,25 - 45,Male,25,4,0,0,1,1,1,0.8014083,9
5169,M,African-American,25 - 45,Male,25,0,0,0,0,0,0,0.4840937,3
5170,F,Caucasian,Greater than 45,Male,48,3,0,0,0,0,1,0.40672174,2
5171,F,Caucasian,25 - 45,Male,39,17,0,0,0,1,1,0.9158276,2
5172,F,Caucasian,25 - 45,Male,36,0,0,0,0,1,1,0.07537881,3
5173,M,African-American,25 - 45,Male,26,6,0,0,1,0,0,0.80613434,8
5174,M,African-American,Greater than 45,Male,51,8,0,0,0,1,1,0.36148936,1
5175,F,African-American,Less than 25,Male,20,0,0,0,1,0,0,0.48600703,8
5176,M,Caucasian,25 - 45,Female,43,0,0,0,0,0,0,0.21578436,1
5177,F,African-American,Less than 25,Male,22,0,0,0,1,1,1,0.50168985,7
5178,M,Caucasian,Less than 25,Female,24,0,0,0,1,1,1,0.41150853,5
5179,F,African-American,25 - 45,Male,35,2,0,0,0,0,0,0.44321397,3
5180,F,African-American,Greater than 45,Male,57,12,0,0,1,1,1,0.6219121,9
5181,M,Caucasian,25 - 45,Male,25,6,0,0,1,1,1,0.84532005,7
5182,M,Caucasian,Greater than 45,Male,55,0,0,0,0,0,0,0.12358375,1
5183,M,African-American,Greater than 45,Female,52,0,0,0,0,0,0,0.19925001,1
